,type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location,spam,hashtags,sentiment_score,sentiment,datetime,seconds,tokens,keywords,labels,score_fire,score_emergency,score_crime
1872,mbdata,20140123191900,worldWatcher,rt @internationalnews fire continues at dancing dolphn apartments #abila #intnews,,,,1,"['#abila', '#IntNews']",0.0,1,2014-01-23 19:19:00,69540.0,"['rt', '@', 'internationalnews', 'fire', 'continues', 'at', 'dancing', 'dolphn', 'apartments', '#', 'abila', '#', 'intnews']","['internationalnews', 'fire', 'continues', 'dancing', 'dolphn', 'apartments', 'abila', 'intnews']",['fire'],16.666666666666664,0.0,0.0
1873,mbdata,20140123191900,vonneka,rt @martao hang in there #princecharming im on the way #infernaltraffic,,,,0,"['#princecharming', '#infernaltraffic']",0.0,1,2014-01-23 19:19:00,69540.0,"['rt', '@', 'martao', 'hang', 'in', 'there', '#', 'princecharming', 'im', 'on', 'the', 'way', '#', 'infernaltraffic']","['martao', 'hang', 'princecharming', 'im', 'way', 'infernaltraffic']",['emergency'],0.0,22.5,0.0
1874,mbdata,20140123191900,jaques,"rt @footfingers check out the new issue of arise, a magazine for people who want to take control of their destiny?#arise #pok",,,,1,"['#ARISE', '#POK']",0.13636363636363635,1,2014-01-23 19:19:00,69540.0,"['rt', '@', 'footfingers', 'check', 'out', 'the', 'new', 'issue', 'of', 'arise', ',', 'a', 'magazine', 'for', 'people', 'who', 'want', 'to', 'take', 'control', 'of', 'their', 'destiny', '?', '#', 'arise', '#', 'pok']","['footfingers', 'check', 'new', 'issue', 'arise', 'magazine', 'people', 'want', 'take', 'control', 'destiny', 'arise', 'pok']",[],0.0,0.0,0.0
1875,mbdata,20140123191900,anaregents,viktor-e and pok party in the park!,,,,1,[],0.0,1,2014-01-23 19:19:00,69540.0,"['viktor-e', 'and', 'pok', 'party', 'in', 'the', 'park', '!']","['viktor-e', 'pok', 'party', 'park']",[],0.0,0.0,0.0
1876,mbdata,20140123191900,AbilaPoliceDepartment,abila police department reports a car hit on souliou street #apd,,,,1,['#APD'],0.0,1,2014-01-23 19:19:00,69540.0,"['abila', 'police', 'department', 'reports', 'a', 'car', 'hit', 'on', 'souliou', 'street', '#', 'apd']","['abila', 'police', 'department', 'reports', 'car', 'hit', 'souliou', 'street', 'apd']",['crime'],0.0,0.0,60.0
1877,mbdata,20140123191900,aliceRocks,dude! someone just totaly hit a car on souliou and took off  #jerkdrivers,,,,1,['#jerkdrivers'],0.0,1,2014-01-23 19:19:00,69540.0,"['dude', '!', 'someone', 'just', 'totaly', 'hit', 'a', 'car', 'on', 'souliou', 'and', 'took', 'off', '#', 'jerkdrivers']","['dude', 'someone', 'totaly', 'hit', 'car', 'souliou', 'took', 'jerkdrivers']",[],0.0,0.0,0.0
1878,ccdata,20140123191900,,vehicle accident - no or unknown injuries,,,1422 N. Souliou St,0,[],-0.1,0,2014-01-23 19:19:00,69540.0,"['vehicle', 'accident', '-', 'no', 'or', 'unknown', 'injuries']","['vehicle', 'accident', 'unknown', 'injuries']",['emergency'],0.0,22.5,0.0
1879,mbdata,20140123191902,KronosQuoth,"either you run the day, or the day runs you.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 19:19:02,69542.0,"['either', 'you', 'run', 'the', 'day', ',', 'or', 'the', 'day', 'runs', 'you', '.', '#', 'kronosstar', '#', 'pokrally']","['either', 'run', 'day', 'day', 'runs', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1880,mbdata,20140123191907,ninjabob,rt @kronosstar an additional police unit has arrived at the scene to help with crowd control. #kronosstar #dancingdolphinfire,,,,0,"['#KronosStar', '#DancingDolphinFire']",0.0,1,2014-01-23 19:19:07,69547.0,"['rt', '@', 'kronosstar', 'an', 'additional', 'police', 'unit', 'has', 'arrived', 'at', 'the', 'scene', 'to', 'help', 'with', 'crowd', 'control', '.', '#', 'kronosstar', '#', 'dancingdolphinfire']","['kronosstar', 'additional', 'police', 'unit', 'arrived', 'scene', 'help', 'crowd', 'control', 'kronosstar', 'dancingdolphinfire']","['crime', 'fire']",16.666666666666664,0.0,30.0
1881,mbdata,20140123191907,jgrobannne,rt @kronosstar an additional police unit has arrived at the scene to help with crowd control. #kronosstar #dancingdolphinfire,,,,0,"['#KronosStar', '#DancingDolphinFire']",0.0,1,2014-01-23 19:19:07,69547.0,"['rt', '@', 'kronosstar', 'an', 'additional', 'police', 'unit', 'has', 'arrived', 'at', 'the', 'scene', 'to', 'help', 'with', 'crowd', 'control', '.', '#', 'kronosstar', '#', 'dancingdolphinfire']","['kronosstar', 'additional', 'police', 'unit', 'arrived', 'scene', 'help', 'crowd', 'control', 'kronosstar', 'dancingdolphinfire']","['crime', 'fire']",16.666666666666664,0.0,30.0
1882,mbdata,20140123191907,luvMyPants,rt @kronosstar an additional police unit has arrived at the scene to help with crowd control. #kronosstar #dancingdolphinfire,,,,0,"['#KronosStar', '#DancingDolphinFire']",0.0,1,2014-01-23 19:19:07,69547.0,"['rt', '@', 'kronosstar', 'an', 'additional', 'police', 'unit', 'has', 'arrived', 'at', 'the', 'scene', 'to', 'help', 'with', 'crowd', 'control', '.', '#', 'kronosstar', '#', 'dancingdolphinfire']","['kronosstar', 'additional', 'police', 'unit', 'arrived', 'scene', 'help', 'crowd', 'control', 'kronosstar', 'dancingdolphinfire']","['crime', 'fire']",16.666666666666664,0.0,30.0
1883,mbdata,20140123191907,dtennent,rt @homelandilluminations more police have arrived for evacuation and crowd control #hi,,,,0,['#HI'],0.5,1,2014-01-23 19:19:07,69547.0,"['rt', '@', 'homelandilluminations', 'more', 'police', 'have', 'arrived', 'for', 'evacuation', 'and', 'crowd', 'control', '#', 'hi']","['homelandilluminations', 'police', 'arrived', 'evacuation', 'crowd', 'control']","['crime', 'emergency', 'fire']",16.666666666666664,22.5,30.0
1884,mbdata,20140123191907,sithLordJames,rt @homelandilluminations more police have arrived for evacuation and crowd control #hi,,,,0,['#HI'],0.5,1,2014-01-23 19:19:07,69547.0,"['rt', '@', 'homelandilluminations', 'more', 'police', 'have', 'arrived', 'for', 'evacuation', 'and', 'crowd', 'control', '#', 'hi']","['homelandilluminations', 'police', 'arrived', 'evacuation', 'crowd', 'control']","['crime', 'emergency', 'fire']",16.666666666666664,22.5,30.0
1885,mbdata,20140123191907,zengardener,rt @homelandilluminations more police have arrived for evacuation and crowd control #hi,,,,0,['#HI'],0.5,1,2014-01-23 19:19:07,69547.0,"['rt', '@', 'homelandilluminations', 'more', 'police', 'have', 'arrived', 'for', 'evacuation', 'and', 'crowd', 'control', '#', 'hi']","['homelandilluminations', 'police', 'arrived', 'evacuation', 'crowd', 'control']","['crime', 'emergency', 'fire']",16.666666666666664,22.5,30.0
1886,mbdata,20140123191907,zengardener,rt @homelandilluminations more police have arrived for evacuation and crowd control #hi,,,,0,['#HI'],0.5,1,2014-01-23 19:19:07,69547.0,"['rt', '@', 'homelandilluminations', 'more', 'police', 'have', 'arrived', 'for', 'evacuation', 'and', 'crowd', 'control', '#', 'hi']","['homelandilluminations', 'police', 'arrived', 'evacuation', 'crowd', 'control']","['crime', 'emergency', 'fire']",16.666666666666664,22.5,30.0
1887,mbdata,20140123191931,KronosQuoth,"just when the caterpillar thought the world was ending, he turned into a butterfly.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.0,1,2014-01-23 19:19:31,69571.0,"['just', 'when', 'the', 'caterpillar', 'thought', 'the', 'world', 'was', 'ending', ',', 'he', 'turned', 'into', 'a', 'butterfly', '.', '#', 'pokrally', '#', 'hi']","['caterpillar', 'thought', 'world', 'ending', 'turned', 'butterfly', 'pokrally']",[],0.0,0.0,0.0
1888,mbdata,20140123191931,KronosQuoth,no masterpiece was ever created by a lazy artist. #pokrally #hi,,,,1,"['#POKRally', '#HI']",-0.25,0,2014-01-23 19:19:31,69571.0,"['no', 'masterpiece', 'was', 'ever', 'created', 'by', 'a', 'lazy', 'artist', '.', '#', 'pokrally', '#', 'hi']","['masterpiece', 'ever', 'created', 'lazy', 'artist', 'pokrally']",[],0.0,0.0,0.0
1889,mbdata,20140123191931,KronosQuoth,you must expect great things of yourself before you can do them.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.8,1,2014-01-23 19:19:31,69571.0,"['you', 'must', 'expect', 'great', 'things', 'of', 'yourself', 'before', 'you', 'can', 'do', 'them', '.', '#', 'pokrally', '#', 'hi']","['must', 'expect', 'great', 'things', 'pokrally']",[],0.0,0.0,0.0
1890,mbdata,20140123192000,slamrjamr,rt @internationalnews fire continues at dancing dolphn apartments #abila #intnews,,,,1,"['#abila', '#IntNews']",0.0,1,2014-01-23 19:20:00,69600.0,"['rt', '@', 'internationalnews', 'fire', 'continues', 'at', 'dancing', 'dolphn', 'apartments', '#', 'abila', '#', 'intnews']","['internationalnews', 'fire', 'continues', 'dancing', 'dolphn', 'apartments', 'abila', 'intnews']",['fire'],16.666666666666664,0.0,0.0
1891,mbdata,20140123192000,microBanana,rt @greycatcollectibles timmy doesn't like being in a pillowcase but at least he's safe,,,,1,[],0.1,1,2014-01-23 19:20:00,69600.0,"['rt', '@', 'greycatcollectibles', 'timmy', 'does', ""n't"", 'like', 'being', 'in', 'a', 'pillowcase', 'but', 'at', 'least', 'he', ""'s"", 'safe']","['greycatcollectibles', 'timmy', 'like', 'pillowcase', 'least', 'safe']",[],0.0,0.0,0.0
1892,mbdata,20140123192000,AbilaPost,2 fire trucks have arrived with fresh fire figthers to replace the weary early arrivals #afd #heroes #abilapost,,,,0,"['#AFD', '#heroes', '#AbilaPost']",0.2,1,2014-01-23 19:20:00,69600.0,"['2', 'fire', 'trucks', 'have', 'arrived', 'with', 'fresh', 'fire', 'figthers', 'to', 'replace', 'the', 'weary', 'early', 'arrivals', '#', 'afd', '#', 'heroes', '#', 'abilapost']","['2', 'fire', 'trucks', 'arrived', 'fresh', 'fire', 'figthers', 'replace', 'weary', 'early', 'arrivals', 'afd', 'heroes', 'abilapost']",['fire'],33.33333333333333,0.0,0.0
1893,mbdata,20140123192000,HomelandIlluminations,additional fire trucks arrive. fire still out of control. #hi,,,,0,['#HI'],0.0,1,2014-01-23 19:20:00,69600.0,"['additional', 'fire', 'trucks', 'arrive', '.', 'fire', 'still', 'out', 'of', 'control', '.', '#', 'hi']","['additional', 'fire', 'trucks', 'arrive', 'fire', 'still', 'control']",['fire'],33.33333333333333,0.0,0.0
1894,mbdata,20140123192000,GreyCatCollectibles,some of these guys are looking really beat,,,,1,[],0.2,1,2014-01-23 19:20:00,69600.0,"['some', 'of', 'these', 'guys', 'are', 'looking', 'really', 'beat']","['guys', 'looking', 'really', 'beat']",[],0.0,0.0,0.0
1895,mbdata,20140123192000,dangermice,more fire trucks are arriving this is really bad,36.059,24.894,,0,[],-0.09999999999999992,0,2014-01-23 19:20:00,69600.0,"['more', 'fire', 'trucks', 'are', 'arriving', 'this', 'is', 'really', 'bad']","['fire', 'trucks', 'arriving', 'really', 'bad']",['fire'],16.666666666666664,0.0,0.0
1896,mbdata,20140123192000,trollingsnark,watch for stage 3. stage 3 everybody!,,,,1,[],0.0,1,2014-01-23 19:20:00,69600.0,"['watch', 'for', 'stage', '3.', 'stage', '3', 'everybody', '!']","['watch', 'stage', '3.', 'stage', '3', 'everybody']",[],0.0,0.0,0.0
1897,mbdata,20140123192000,OnlytheTruth,beaten by fire! #firewins,,,,0,['#firewins'],0.0,1,2014-01-23 19:20:00,69600.0,"['beaten', 'by', 'fire', '!', '#', 'firewins']","['beaten', 'fire', 'firewins']",['fire'],33.33333333333333,0.0,0.0
1898,mbdata,20140123192000,hennyhenhendrix,some moron in a black van just hit my car!,36.057,24.892,,1,[],-0.5041666666666667,0,2014-01-23 19:20:00,69600.0,"['some', 'moron', 'in', 'a', 'black', 'van', 'just', 'hit', 'my', 'car', '!']","['moron', 'black', 'van', 'hit', 'car']",[],0.0,0.0,0.0
1899,mbdata,20140123192000,brewvebeenserved,wow! crazy driver! hopefully everyone is ok!,36.054,24.901,,1,[],0.0,1,2014-01-23 19:20:00,69600.0,"['wow', '!', 'crazy', 'driver', '!', 'hopefully', 'everyone', 'is', 'ok', '!']","['wow', 'crazy', 'driver', 'hopefully', 'everyone', 'ok']",[],0.0,0.0,0.0
1900,mbdata,20140123192000,kingWilly,abila drivers are the worst! #jerkdrivers,,,,1,['#jerkdrivers'],-1.0,0,2014-01-23 19:20:00,69600.0,"['abila', 'drivers', 'are', 'the', 'worst', '!', '#', 'jerkdrivers']","['abila', 'drivers', 'worst', 'jerkdrivers']",[],0.0,0.0,0.0
1901,mbdata,20140123192000,Officia1AbilaPost,president dorel kapelou on the kronos #afd #scandal.  smad.co.kronos/39cni39s,,,,1,"['#AFD', '#scandal']",0.0,1,2014-01-23 19:20:00,69600.0,"['president', 'dorel', 'kapelou', 'on', 'the', 'kronos', '#', 'afd', '#', 'scandal', '.', 'smad.co.kronos/39cni39s']","['president', 'dorel', 'kapelou', 'kronos', 'afd', 'scandal', 'smad.co.kronos/39cni39s']",[],0.0,0.0,0.0
1902,mbdata,20140123192002,KronosQuoth,"when in doubt, punt!  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 19:20:02,69602.0,"['when', 'in', 'doubt', ',', 'punt', '!', '#', 'kronosstar', '#', 'pokrally']","['doubt', 'punt', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1903,mbdata,20140123192002,junkman377,have you heard millions of people are making $5k+/mo from home? heres how...workathome.kronos/scam #kronos #abilajobs,,,,1,"['#kronos', '#abilajobs']",0.0,1,2014-01-23 19:20:02,69602.0,"['have', 'you', 'heard', 'millions', 'of', 'people', 'are', 'making', '$', '5k+/mo', 'from', 'home', '?', 'heres', 'how', '...', 'workathome.kronos/scam', '#', 'kronos', '#', 'abilajobs']","['heard', 'millions', 'people', 'making', '$', '5k+/mo', 'home', 'heres', '...', 'workathome.kronos/scam', 'kronos', 'abilajobs']",[],0.0,0.0,0.0
1904,mbdata,20140123192007,dragonRider1,rt @kronosstar an additional police unit has arrived at the scene to help with crowd control. #kronosstar #dancingdolphinfire,,,,0,"['#KronosStar', '#DancingDolphinFire']",0.0,1,2014-01-23 19:20:07,69607.0,"['rt', '@', 'kronosstar', 'an', 'additional', 'police', 'unit', 'has', 'arrived', 'at', 'the', 'scene', 'to', 'help', 'with', 'crowd', 'control', '.', '#', 'kronosstar', '#', 'dancingdolphinfire']","['kronosstar', 'additional', 'police', 'unit', 'arrived', 'scene', 'help', 'crowd', 'control', 'kronosstar', 'dancingdolphinfire']","['crime', 'fire']",16.666666666666664,0.0,30.0
1905,mbdata,20140123192007,klingon4real,rt @centralbulletin concerns of violence have proved unfounded #abila #centralbulletin,,,,0,"['#Abila', '#CentralBulletin']",0.0,1,2014-01-23 19:20:07,69607.0,"['rt', '@', 'centralbulletin', 'concerns', 'of', 'violence', 'have', 'proved', 'unfounded', '#', 'abila', '#', 'centralbulletin']","['centralbulletin', 'concerns', 'violence', 'proved', 'unfounded', 'abila', 'centralbulletin']",['crime'],0.0,0.0,30.0
1906,mbdata,20140123192021,OnlytheTruth,no stopping it this time!,,,,1,[],0.0,1,2014-01-23 19:20:21,69621.0,"['no', 'stopping', 'it', 'this', 'time', '!']","['stopping', 'time']",[],0.0,0.0,0.0
1907,mbdata,20140123192033,KronosQuoth,we become what we think about.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 19:20:33,69633.0,"['we', 'become', 'what', 'we', 'think', 'about', '.', '#', 'kronosstar', '#', 'pokrally']","['become', 'think', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1908,mbdata,20140123192033,KronosQuoth,we can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",-0.05277777777777776,0,2014-01-23 19:20:33,69633.0,"['we', 'can', 'easily', 'forgive', 'a', 'child', 'who', 'is', 'afraid', 'of', 'the', 'dark', ';', 'the', 'real', 'tragedy', 'of', 'life', 'is', 'when', 'men', 'are', 'afraid', 'of', 'the', 'light', '.', '#', 'kronosstar', '#', 'pokrally']","['easily', 'forgive', 'child', 'afraid', 'dark', ';', 'real', 'tragedy', 'life', 'men', 'afraid', 'light', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1909,mbdata,20140123192042,KronosStar,the two fresh fire units have arrived and are relieving the original responders.  #kronosstar #dancingdolphinfire #afdheroes,,,,0,"['#KronosStar', '#DancingDolphinFire', '#AFDHeroes']",0.3375,1,2014-01-23 19:20:42,69642.0,"['the', 'two', 'fresh', 'fire', 'units', 'have', 'arrived', 'and', 'are', 'relieving', 'the', 'original', 'responders', '.', '#', 'kronosstar', '#', 'dancingdolphinfire', '#', 'afdheroes']","['two', 'fresh', 'fire', 'units', 'arrived', 'relieving', 'original', 'responders', 'kronosstar', 'dancingdolphinfire', 'afdheroes']",['fire'],33.33333333333333,0.0,0.0
1910,mbdata,20140123192042,OnlytheTruth,hey whatever happened to that cat?,,,,1,[],0.0,1,2014-01-23 19:20:42,69642.0,"['hey', 'whatever', 'happened', 'to', 'that', 'cat', '?']","['hey', 'whatever', 'happened', 'cat']",[],0.0,0.0,0.0
1911,ccdata,20140123192042,,traffic stop,,,N. Spetson St / N. Barabla St,0,[],0.0,1,2014-01-23 19:20:42,69642.0,"['traffic', 'stop']","['traffic', 'stop']",['emergency'],0.0,22.5,0.0
1912,ccdata,20140123192048,,suspicious subject/circumstances-in progress,,,N. Scarkeme St / N. Bilar St,0,[],0.0,1,2014-01-23 19:20:48,69648.0,"['suspicious', 'subject/circumstances-in', 'progress']","['suspicious', 'subject/circumstances-in', 'progress']",[],0.0,0.0,0.0
1913,ccdata,20140123192059,,felony hit & run - in progress-with injury,,,500 Block of N. Schaber Ave,0,[],0.0,1,2014-01-23 19:20:59,69659.0,"['felony', 'hit', '&', 'run', '-', 'in', 'progress-with', 'injury']","['felony', 'hit', '&', 'run', 'progress-with', 'injury']",['crime'],0.0,0.0,30.0
1914,mbdata,20140123192100,lordWally,rt @internationalnews fire continues at dancing dolphn apartments #abila #intnews,,,,1,"['#abila', '#IntNews']",0.0,1,2014-01-23 19:21:00,69660.0,"['rt', '@', 'internationalnews', 'fire', 'continues', 'at', 'dancing', 'dolphn', 'apartments', '#', 'abila', '#', 'intnews']","['internationalnews', 'fire', 'continues', 'dancing', 'dolphn', 'apartments', 'abila', 'intnews']",['fire'],16.666666666666664,0.0,0.0
1915,mbdata,20140123192100,siliconKing,rt @internationalnews fire continues at dancing dolphn apartments #abila #intnews,,,,1,"['#abila', '#IntNews']",0.0,1,2014-01-23 19:21:00,69660.0,"['rt', '@', 'internationalnews', 'fire', 'continues', 'at', 'dancing', 'dolphn', 'apartments', '#', 'abila', '#', 'intnews']","['internationalnews', 'fire', 'continues', 'dancing', 'dolphn', 'apartments', 'abila', 'intnews']",['fire'],16.666666666666664,0.0,0.0
1916,mbdata,20140123192100,jgrobannne,rt @abilapost 2 fire trucks have arrived with fresh fire figthers to replace the weary early arrivals #afd #heroes #abilapost,,,,0,"['#AFD', '#heroes', '#AbilaPost']",0.2,1,2014-01-23 19:21:00,69660.0,"['rt', '@', 'abilapost', '2', 'fire', 'trucks', 'have', 'arrived', 'with', 'fresh', 'fire', 'figthers', 'to', 'replace', 'the', 'weary', 'early', 'arrivals', '#', 'afd', '#', 'heroes', '#', 'abilapost']","['abilapost', '2', 'fire', 'trucks', 'arrived', 'fresh', 'fire', 'figthers', 'replace', 'weary', 'early', 'arrivals', 'afd', 'heroes', 'abilapost']",['fire'],33.33333333333333,0.0,0.0
1917,mbdata,20140123192100,slamrjamr,rt @homelandilluminations additional fire trucks arrive. fire still out of control. #hi,,,,0,['#HI'],0.0,1,2014-01-23 19:21:00,69660.0,"['rt', '@', 'homelandilluminations', 'additional', 'fire', 'trucks', 'arrive', '.', 'fire', 'still', 'out', 'of', 'control', '.', '#', 'hi']","['homelandilluminations', 'additional', 'fire', 'trucks', 'arrive', 'fire', 'still', 'control']",['fire'],33.33333333333333,0.0,0.0
1918,mbdata,20140123192100,plasticParts,rt @homelandilluminations additional fire trucks arrive. fire still out of control. #hi,,,,0,['#HI'],0.0,1,2014-01-23 19:21:00,69660.0,"['rt', '@', 'homelandilluminations', 'additional', 'fire', 'trucks', 'arrive', '.', 'fire', 'still', 'out', 'of', 'control', '.', '#', 'hi']","['homelandilluminations', 'additional', 'fire', 'trucks', 'arrive', 'fire', 'still', 'control']",['fire'],33.33333333333333,0.0,0.0
1919,mbdata,20140123192100,teresaJ,rt @dangermice more fire trucks are arriving this is really bad,,,,0,[],-0.09999999999999992,0,2014-01-23 19:21:00,69660.0,"['rt', '@', 'dangermice', 'more', 'fire', 'trucks', 'are', 'arriving', 'this', 'is', 'really', 'bad']","['dangermice', 'fire', 'trucks', 'arriving', 'really', 'bad']","['emergency', 'fire']",16.666666666666664,22.5,0.0
1920,mbdata,20140123192101,dtrejos,hope they had good insurance.,,,,1,[],0.7,1,2014-01-23 19:21:01,69661.0,"['hope', 'they', 'had', 'good', 'insurance', '.']","['hope', 'good', 'insurance']",[],0.0,0.0,0.0
1921,mbdata,20140123192101,hngohebo_ABILAPOST,a bicyclist has been hit on the 500 block of schaber near katerina's cafe and @brew'vebeenserved #abilapost,,,,1,['#AbilaPost'],0.1,1,2014-01-23 19:21:01,69661.0,"['a', 'bicyclist', 'has', 'been', 'hit', 'on', 'the', '500', 'block', 'of', 'schaber', 'near', 'katerina', ""'s"", 'cafe', 'and', '@', ""brew'vebeenserved"", '#', 'abilapost']","['bicyclist', 'hit', '500', 'block', 'schaber', 'near', 'katerina', 'cafe', ""brew'vebeenserved"", 'abilapost']",[],0.0,0.0,0.0
1922,mbdata,20140123192101,KronosStar,a bicyclist has been hit on the 500 block of schaber.  #kronosstar,,,,1,['#KronosStar'],0.0,1,2014-01-23 19:21:01,69661.0,"['a', 'bicyclist', 'has', 'been', 'hit', 'on', 'the', '500', 'block', 'of', 'schaber', '.', '#', 'kronosstar']","['bicyclist', 'hit', '500', 'block', 'schaber', 'kronosstar']",[],0.0,0.0,0.0
1923,mbdata,20140123192101,AbilaPoliceDepartment,abila police department reports a bicyclist has been struck on the 500 block of schaber between eira and edessis #apd,,,,1,['#APD'],0.0,1,2014-01-23 19:21:01,69661.0,"['abila', 'police', 'department', 'reports', 'a', 'bicyclist', 'has', 'been', 'struck', 'on', 'the', '500', 'block', 'of', 'schaber', 'between', 'eira', 'and', 'edessis', '#', 'apd']","['abila', 'police', 'department', 'reports', 'bicyclist', 'struck', '500', 'block', 'schaber', 'eira', 'edessis', 'apd']",['crime'],0.0,0.0,60.0
1924,mbdata,20140123192101,brewvebeenserved,oh no!! that crazy driver hit a guy on a bike outside our shop!!,36.054,24.901,,1,[],-0.3,0,2014-01-23 19:21:01,69661.0,"['oh', 'no', '!', '!', 'that', 'crazy', 'driver', 'hit', 'a', 'guy', 'on', 'a', 'bike', 'outside', 'our', 'shop', '!', '!']","['oh', 'crazy', 'driver', 'hit', 'guy', 'bike', 'outside', 'shop']",[],0.0,0.0,0.0
1925,mbdata,20140123192102,KronosQuoth,"either you run the day, or the day runs you.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 19:21:02,69662.0,"['either', 'you', 'run', 'the', 'day', ',', 'or', 'the', 'day', 'runs', 'you', '.', '#', 'kronosstar', '#', 'pokrally']","['either', 'run', 'day', 'day', 'runs', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1926,mbdata,20140123192126,KronosQuoth,"if you can't explain it simply, you don't understand it well enough.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0.0,1,2014-01-23 19:21:26,69686.0,"['if', 'you', 'ca', ""n't"", 'explain', 'it', 'simply', ',', 'you', 'do', ""n't"", 'understand', 'it', 'well', 'enough', '.', '#', 'pokrally', '#', 'hi']","['ca', 'explain', 'simply', 'understand', 'well', 'enough', 'pokrally']",[],0.0,0.0,0.0
1927,mbdata,20140123192126,KronosQuoth,the distance between insanity and genius is measured only by success.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.15,1,2014-01-23 19:21:26,69686.0,"['the', 'distance', 'between', 'insanity', 'and', 'genius', 'is', 'measured', 'only', 'by', 'success', '.', '#', 'pokrally', '#', 'hi']","['distance', 'insanity', 'genius', 'measured', 'success', 'pokrally']",[],0.0,0.0,0.0
1928,mbdata,20140123192126,KronosQuoth,"if you want to lift yourself up, lift up someone else.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.0,1,2014-01-23 19:21:26,69686.0,"['if', 'you', 'want', 'to', 'lift', 'yourself', 'up', ',', 'lift', 'up', 'someone', 'else', '.', '#', 'kronosstar', '#', 'pokrally']","['want', 'lift', 'lift', 'someone', 'else', 'kronosstar', 'pokrally']",[],0.0,0.0,0.0
1929,mbdata,20140123192126,KronosQuoth,too many of us are not living our dreams because we are living our fears.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.5,1,2014-01-23 19:21:26,69686.0,"['too', 'many', 'of', 'us', 'are', 'not', 'living', 'our', 'dreams', 'because', 'we', 'are', 'living', 'our', 'fears', '.', '#', 'kronosstar', '#', 'pokrally']","['many', 'us', 'living', 'dreams', 'living', 'fears', 'kronosstar', 'pokrally']",['emergency'],0.0,22.5,0.0
1930,mbdata,20140123192138,brewvebeenserved,free coffee to anyone who caught the license plate of that black van! #jerkdrivers,36.054,24.901,,1,['#jerkdrivers'],0.09583333333333335,1,2014-01-23 19:21:38,69698.0,"['free', 'coffee', 'to', 'anyone', 'who', 'caught', 'the', 'license', 'plate', 'of', 'that', 'black', 'van', '!', '#', 'jerkdrivers']","['free', 'coffee', 'anyone', 'caught', 'license', 'plate', 'black', 'van', 'jerkdrivers']",[],0.0,0.0,0.0
1931,mbdata,20140123192138,kingWilly,can't believe this place sometimes. people are so inconsiderate. #jerkdrivers,,,,1,['#jerkdrivers'],0.0,1,2014-01-23 19:21:38,69698.0,"['ca', ""n't"", 'believe', 'this', 'place', 'sometimes', '.', 'people', 'are', 'so', 'inconsiderate', '.', '#', 'jerkdrivers']","['ca', 'believe', 'place', 'sometimes', 'people', 'inconsiderate', 'jerkdrivers']",[],0.0,0.0,0.0
1932,ccdata,20140123192138,,felony hit & run-in progress-with injury,,,547 N. Schaber Ave,0,[],0.0,1,2014-01-23 19:21:38,69698.0,"['felony', 'hit', '&', 'run-in', 'progress-with', 'injury']","['felony', 'hit', '&', 'run-in', 'progress-with', 'injury']",['crime'],0.0,0.0,30.0
1933,mbdata,20140123192142,slamrjamr,rt @kronosstar the two fresh fire units have arrived and are relieving the original responders.  #kronosstar #dancingdolphinfire #afdheroes,,,,0,"['#KronosStar', '#DancingDolphinFire', '#AFDHeroes']",0.3375,1,2014-01-23 19:21:42,69702.0,"['rt', '@', 'kronosstar', 'the', 'two', 'fresh', 'fire', 'units', 'have', 'arrived', 'and', 'are', 'relieving', 'the', 'original', 'responders', '.', '#', 'kronosstar', '#', 'dancingdolphinfire', '#', 'afdheroes']","['kronosstar', 'two', 'fresh', 'fire', 'units', 'arrived', 'relieving', 'original', 'responders', 'kronosstar', 'dancingdolphinfire', 'afdheroes']",['fire'],33.33333333333333,0.0,0.0
